sample_id,true_label,true_class_name,predicted_label,predicted_class_name,confidence,correct,text_sample
83,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.4471936788842058,True,Brulant  1ere Serie/ Album De 2n°  N° 3020 : Mission X / Situation Desesperee 
84,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9435458720737464,True,Kapitza - Agenda Magnet0 2018 - 16x22 Cm 
85,1300,Modélisme,1300,Modélisme,0.9754380011787273,True,10pcs Alliage De Titane Tirez Rod Biellette 324mm Empattement Pour 1/10 Rc Crawler Voiture @Dfgjlkni...
86,1920,Linge de maison,1920,Linge de maison,0.9444848691699501,True,Noël Coton Lin Canapé Voiture Accueil Taille Coussin Coussin Case Noël coton lin Canapé voiture Accu...
87,1300,Modélisme,1300,Modélisme,0.9999759623878267,True,Mini Sac De Transport Portable Uav Batterie Pour Le Corps Hélices Cable + Remote Sac De Contrôleur É...
88,1160,Cartes de jeux,1160,Cartes de jeux,0.999813439606721,True,Carte  Commune Miracle Battle Carddass  N°09/77 De La Série Nr05. 
89,2403,Lots livres et magazines,2403,Lots livres et magazines,0.8905225518314831,True, Tout Savoir  - Aout 1956 - Faut Il Recommencer Les Croisades - Lot De  Une Revue  
90,2403,Lots livres et magazines,2403,Lots livres et magazines,0.6688555642844763,True,Un Ennemi D'enfance Claudine Jouvet Collection Nous Deux N°51 
91,1280,Jouets enfant,1300,Modélisme,0.7217881032087677,False,Handheld Extension Rod Selfie Bâton Avec 1/4 Adaptateur Vis Pour Dji Osmo Pocket Extension de poche ...
92,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9819299844236036,True,Nettoyeur de Fonds Électrique Vac Plus Gre VCB50 Il est temps de prendre soin du fond de votre pisci...
93,1560,Mobilier,1560,Mobilier,0.6143507956627563,True,Kartell Tabouret Charles Ghost Hauteur 46 Cm (Fumé - Polycarbonate Transparent) Sa forme rappelle ce...
94,1301,Lingerie enfant et jeu de bar,1301,Lingerie enfant et jeu de bar,0.9993021022056244,True,Extension télescopique pour queue de billard 
95,2462,Console et Jeux vidéos occasion,2462,Console et Jeux vidéos occasion,0.9811015955961141,True,Xbox360 + 1 Manette + 3 Jeux 
96,1560,Mobilier,1560,Mobilier,0.7953131713654613,True,Canapé Convertible Avec Matelas 140 Cm Tissu Gris Dome 
97,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9969691535043187,True,Stylo Bille. Atlantis Soft. Bic. Medium. Bleu. Noir. Rouge. Vert BIC ATLANTIS SOFTSTYLO BILLE RETRAC...
98,1301,Lingerie enfant et jeu de bar,1301,Lingerie enfant et jeu de bar,0.9991468364444777,True,"Cible ""Electro 3"" HARROWS-Harrows <p>Pour jouer de 1 à 8 joueurs ou en équipes. 26 jeux populaires e..."
99,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.9333963365662848,True,Lit De Jardin Avec Structure En Bois De Mélèze Teramo <b>Lit de jardin en bois de Mélèze avec capote...
100,2522,Fournitures papeterie,2522,Fournitures papeterie,0.991953051600808,True,Wedo Serre-Livres (L)140 X (P)140 X (H)120 Mm Rouge Constructeur: WEDO. Référence: 102 1102. Vendeur...
101,1320,Puériculture,1320,Puériculture,0.7776166142481549,True,Set Repas Silicone 2 Pièces Compartimenté - Blue Set repas silicone 2 pièces compartimenté - blue
102,1280,Jouets enfant,1280,Jouets enfant,0.6191478120040097,True,Ok550 Tamagotchi Animal Version Couleur Bleu Oeuf Du Micro-Chatpet Portable Virtual Pet Électronique...
103,1320,Puériculture,1920,Linge de maison,0.9598405173781988,False,Cot/Bed Duvet Cover &amp; Pc - Bird Emb Pink - Ensemble couette et Taie d&#39;oreiller - Oiseaux bro...
104,1920,Linge de maison,1920,Linge de maison,0.9722741676612972,True,Cas Halloween Oreiller Lin Sofa Fantômes Citrouille Coussin Home Décor M Cc6087 Halloween Pillow cas...
105,50,Accessoires gaming,50,Accessoires gaming,0.9961502277353738,True,Nettoyage Ordinateur Portable Ultra-Mince Clavier Brosse Pour Les Ordinateurs Portables Notebooks Fe...
106,2583,Piscine et accessoires,2583,Piscine et accessoires,0.999154555447452,True,Testeur électronique de sel Un indispensable pour tous les propriétaires de piscine à sel fonctionna...
107,1160,Cartes de jeux,1160,Cartes de jeux,0.9940506294451812,True,Caninos 55/92 Set Ex Créateurs De Légendes Fr 
108,1940,Épicerie,1940,Épicerie,0.9999037812447577,True,Senseo Café Intense Noir Exquis 32 Dosettes SENSEO Café Intense Noir Exquis 32 dosettes - SENSEO Caf...
109,2905,Jeux PC en téléchargement,1280,Jouets enfant,0.287354763298374,False,Delicious Emily's New Beginning - Jeu En Téléchargement <p>Cela signifie que la mère Emily a un peu ...
110,1302,Jeux et accessoires de plein air,1302,Jeux et accessoires de plein air,0.9993808589014841,True,Mini Zoomables Q5 Lampe De Poche Led 3 Mode Torche Super Bright Light Lamp Stream Mini zoomables CRE...
111,2280,Journaux et revues occasion,2522,Fournitures papeterie,0.6972993104168129,False,Rêves Voilés * 1986 * Daniel Fayolle 80 Pages Hardcover <br /><p></p> <p>Rêves Voilés</p> <p>Daniel ...
112,1281,Jeux enfant,1281,Jeux enfant,0.9733536862103341,True,Jeu 54 Cartes Bridge.Poker.Canasta. Bataille 
113,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999976688254284,True,Kit piscine bois Sunbay Evora 600 x 400 x 133 m + Alarme + Kit d'entretien + Douche Cet été optez po...
114,1281,Jeux enfant,1281,Jeux enfant,0.8275742748416145,True,Totika Set Five Card Decks Included TOTIKA SET (Five Card Decks Included) Ages 8 and up Manufacturer...
115,2220,Animalerie,2220,Animalerie,0.9999657614096537,True,Chien Chat Gilet Printemps Et En Été Respirant Tranches De Citron Imprimer Vêtements Mince S Chien C...
116,1300,Modélisme,1300,Modélisme,0.9918197834457887,True,01:32 Militaires Alliage Diecast Cars Modèle Électronique Voitures Enfants Cadeau D'anniversaire @Df...
117,1140,Objets pop culture,1140,Objets pop culture,0.957397013502838,True,Star Wars Episode Vii Mug Droids 
118,1300,Modélisme,1300,Modélisme,0.9958970856823702,True,Sécurité Dragonne Ceinture Sangle Longe Main Sling Grip Pour Action Dji Osmo B907-Générique Sécurité...
119,2705,Livres neufs,10,Livres occasion,0.3712787775746776,False,La Croix De Roses 
120,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9819496681436484,True,Animaux 3d Imprimer Élève Du Secondaire Collège Sac Pen Stationery Box Case Packet @Watermelon45 Ani...
121,1320,Puériculture,1320,Puériculture,0.9960691285107108,True,Transat Pour Bébé Berceuse Modèle Lion Dimensions: 73 X 72 X 50 Cm Le bien-être du bébé est un des p...
122,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999631764648151,True,NOX 75-15 M de Jardino - Pompe piscine Tension (V) : Monophasé - 230 V  Puissance : 075 CV  Type de ...
123,1300,Modélisme,1300,Modélisme,0.9953783776646286,True,Maquette D'avion L103 5mp 1080p Grand Angle Wifi Fpv Double Camera Hd Pliable Rc Drone Quadrocopter ...
124,2583,Piscine et accessoires,2583,Piscine et accessoires,0.998534711668377,True,Piscine Toi Canarias 460x120 cm Piscine hors sol autoportante Toi 8485 Canarias circulaire de 460 cm...
125,1300,Modélisme,1300,Modélisme,0.9796485003953938,True,Roco 45632 Fs Carrozza Voiture Voyageur Grand Confort Fs 1° Cl Ho 1/87-Roco 
126,1140,Objets pop culture,1140,Objets pop culture,0.5209890767261826,True,Figurine Dingo Sort Du Bain Figurine Dingo (Nestlé).
127,1300,Modélisme,1300,Modélisme,0.9997284163540172,True,Iflight Vertigo Vx5 V2 200mm 5 Pouces Cadre En Aluminium Cnc Pour Fpv Racing Drone-Générique 
128,1160,Cartes de jeux,1160,Cartes de jeux,0.993583017959899,True,Franck Rabarivony - Official Football Panini 95 - N°22 
129,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9053834001872494,True,Peuple (Le) N° 5176 Du 22/03/1935 - La C.G.T. Et L'unite - Aux Assises De La Seine - Un Mari Meurtri...
130,1160,Cartes de jeux,1160,Cartes de jeux,0.9013140441568661,True,Naruto - Absorption Du Chakra Te-95 
131,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9969333839962932,True,Couverture à bulles de piscine -Eté - rectangulaire 930 x 465 m Couverture à bulles bordée sur 4 côt...
132,1560,Mobilier,1560,Mobilier,0.9507720389731258,True,Sorcière Citrouille Chauve-Souris En Verre Colle Signe Motif Dôme En Verre Aimants Pour Réfrigérateu...
133,1920,Linge de maison,1920,Linge de maison,0.9981795564514916,True,Taie D'oreiller Animal Mignon Coussin Sofa Case Coussin Home Décor Cc4028 Taie doreiller animal mign...
134,2060,Décoration,2060,Décoration,0.9515749684428503,True,2019 Nouveau En Acier Inoxydable Led Miroir Phare Salle De Bains Toilette Étanche À L'humidité Simpl...
135,2585,Outillage de jardin,2585,Outillage de jardin,0.9965365957950468,True,LAME DE TONDEUSE ARIENS Fabricant : ARIENS<br>LAME DE TONDEUSE ARIENS. LONGUEUR 810MM - ALESAGE CENT...
136,1280,Jouets enfant,1140,Objets pop culture,0.26881074815097405,False,Nirvash Type Zero (Eureka Twin Sheet) 
137,1140,Objets pop culture,1140,Objets pop culture,0.8176513668058178,True,Figurine La Famille Pierrafeu - Wilma Et Dino En Voiture - Happy Meal - Mcdo 1994 
138,1301,Lingerie enfant et jeu de bar,1301,Lingerie enfant et jeu de bar,0.999892232875881,True,Nouveau-né Bébé Filles Garçons Anti-Slip Chaussettes Chaussures bowknot Slipper Bas-Auucne Enfants b...
139,60,Consoles de jeux,60,Consoles de jeux,0.9997862194089744,True,Mini Console De Jeu Rétro Portable De Poche Parfaite Pour Les Jeux Gba 32bit Préchargés Avec 40 Jeux...
140,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9492592779628124,True,Fillette N° 22 Du 27/03/1964 - Hugues Aufray. 
141,2280,Journaux et revues occasion,10,Livres occasion,0.7675186412101209,False,Collection  De Monsieur X /Restauration-Louis Philippe Et Second  Empire / 2007  
142,60,Consoles de jeux,60,Consoles de jeux,0.9000139441598927,True,Nintendo 1-2-Switch Switch Basic Nintendo Switch Videogioco (1-2 Switch) Nintendo 1-2-Commutateur Co...
143,1560,Mobilier,1560,Mobilier,0.3670464817971593,True,Fua1997®Usb Chaud Bouteille Portable Alimentation Chauffe-Lait Voyage Extérieur Couverture Isolation...
144,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.7164030599558104,True,Liberation N° 6676 Du 31/10/2002 - - Israel - La Guahce Lache Sharon - Chasse Aux Tchetchenes - Atte...
145,1280,Jouets enfant,1280,Jouets enfant,0.3788368384801268,True,Team Redcat Waterproof Receiver Box Vehicle Redact Racing Waterproof Receiver Box Compatible with th...
146,1300,Modélisme,1300,Modélisme,0.9646039678019116,True,Imperméable À L'eau Portable Sac De Rangement De Transport Pour Dji 2 Pro Mavic / Zoom & Smart@Hpp47...
147,1160,Cartes de jeux,1160,Cartes de jeux,0.9996562448977377,True,Yu-Gi-Oh! Gaiodiaz Bête Gladiateur Glas-Fr043 Rare 
148,1140,Objets pop culture,1140,Objets pop culture,0.8978490620335755,True,Star Trek Official Starships Collection #29 Vaisseau Jem Hadar Bug Vaisseau très détaillé fini et pe...
149,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.9871990580256984,True,Salon De Jardin: Table Bilbao 2 3m Et 10 Fauteuils Prague Chocolat - Oogarden Salon de jardin BILBAO...
150,1940,Épicerie,1940,Épicerie,0.9989708341921089,True,Bledina Légumes Du Potage Pâtes - 2x200g BLEDINA Légumes du potage pâtes - 2x200g - BLEDINA Légumes ...
151,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9525183423547552,True,Point (Le) N° 1984 Du 23/09/2010 - Pour En Finir Avec Les Conflits D'interets / Martin Hirsch Accuse...
152,1920,Linge de maison,1920,Linge de maison,0.9847188608984545,True,Coussin D'ameublement Décoratif Couverture Confortable Throw Taies D'oreiller Suan28954 Coussin d&#3...
153,2905,Jeux PC en téléchargement,2905,Jeux PC en téléchargement,0.9999999783295966,True,Prey - Jeu En Téléchargement <div> <p><strong>NOTE :</strong> un compte Steam et une connexion inter...
154,2220,Animalerie,2220,Animalerie,0.9995066980936229,True,Perchoir Balançoire Jouet À Mâcher Suspendu Pour Oiseaux Perroquet Perruches Magideal <p><b>La descr...
155,1560,Mobilier,1560,Mobilier,0.898047269548451,True,Coussin De Siège Amélioré Gel - Non-Slip Orthopédique Gel Et Mousse À Mémoire Coccyx Coussin @Sdongt...
156,2582,Mobilier et accessoires de jardin,2060,Décoration,0.38598010204458877,False,Statue Sculpture Chat En Ciment 20 Cm <p>Ce <strong>chat en ciment</strong> ira parfaitement dans vo...
157,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9926250814354464,True,Marabu Pinceau-Brosse Robust Plat Taille 12 Constructeur: Marabu. Référence: 018000012. Vendeur pro ...
158,1300,Modélisme,1300,Modélisme,0.9999973420218699,True,Maquette D'avion L500 720p Wifi Fpv Wide 0.3mp Hd Camera 2.4ghz 6 Axis Rc Quadcopter Selfie Drone Li...
159,1920,Linge de maison,1920,Linge de maison,0.9548869900625389,True,Marine Style Coussin En Coton Lin Couverture Jeter Taille Taie Canapé Home Décor Taie D'oreiller 743...
160,2220,Animalerie,2220,Animalerie,0.736774552129956,True,Chien Coudières Supplémentaire De Soutien Pour Chien Canine Arrière Jambe Hock Wrap Joint Protectdzv...
161,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9144935144524112,True,Republique (La) N° 276 Du 28/11/1848 - Revelations Edifiantes - Seance De L'assemblee Nationale - Fe...
