original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name
208,img_208,2582,0.6326467,1920,Mobilier et accessoires de jardin
209,img_209,10,0.76952267,2403,Livres occasion
210,img_210,1160,0.9984144,1160,Cartes de jeux
211,img_211,2522,0.27426586,2280,Fournitures papeterie
212,img_212,50,0.40421206,2583,Accessoires gaming
213,img_213,1920,0.98077637,1920,Linge de maison
214,img_214,1140,0.9651441,1140,Objets pop culture
215,img_215,2522,0.52632797,2522,Fournitures papeterie
216,img_216,40,0.6323412,60,Jeux consoles neuf
217,img_217,2583,0.9461967,2583,Piscine et accessoires
218,img_218,1280,0.38846296,1280,Jouets enfant
219,img_219,1300,0.84647876,1300,Modélisme
220,img_220,2220,0.20875762,1560,Animalerie
221,img_221,50,0.7069121,50,Accessoires gaming
222,img_222,10,0.4888309,2403,Livres occasion
223,img_223,50,0.3205261,1320,Accessoires gaming
224,img_224,2905,0.9933148,2905,Jeux PC en téléchargement
225,img_225,1281,0.2521557,1281,Jeux enfant
226,img_226,1300,0.7667565,1300,Modélisme
227,img_227,2403,0.40387017,2280,Lots livres et magazines
228,img_228,1280,0.91455364,1280,Jouets enfant
229,img_229,1280,0.21779607,1300,Jouets enfant
230,img_230,2583,0.92332095,2583,Piscine et accessoires
231,img_231,1560,0.59865004,1560,Mobilier
232,img_232,2585,0.53726846,1302,Outillage de jardin
233,img_233,40,0.96815646,40,Jeux consoles neuf
234,img_234,2583,0.7878265,2583,Piscine et accessoires
235,img_235,1560,0.5409038,1560,Mobilier
236,img_236,60,0.8016627,2462,Consoles de jeux
237,img_237,1300,0.61734563,1300,Modélisme
238,img_238,2705,0.28344616,1140,Livres neufs
239,img_239,1300,0.9087021,1300,Modélisme
240,img_240,1920,0.99569774,1920,Linge de maison
241,img_241,2403,0.83357143,2403,Lots livres et magazines
242,img_242,1300,0.49059603,2905,Modélisme
243,img_243,1300,0.95896447,1300,Modélisme
244,img_244,1302,0.522094,1302,Jeux et accessoires de plein air
245,img_245,40,0.3531209,2280,Jeux consoles neuf
246,img_246,1160,0.99066097,1160,Cartes de jeux
247,img_247,1940,0.81966484,2585,Épicerie
248,img_248,1560,0.97758913,1560,Mobilier
249,img_249,2705,0.9884421,2705,Livres neufs
250,img_250,1300,0.61350816,1300,Modélisme
251,img_251,1560,0.7488257,1560,Mobilier
252,img_252,40,0.8305298,40,Jeux consoles neuf
253,img_253,2583,0.6822192,2583,Piscine et accessoires
254,img_254,40,0.30255908,2462,Jeux consoles neuf
255,img_255,2705,0.9895135,2705,Livres neufs
256,img_256,2582,0.9933838,2582,Mobilier et accessoires de jardin
257,img_257,2705,0.98355097,2705,Livres neufs
258,img_258,1281,0.3091419,2403,Jeux enfant
259,img_259,1300,0.21489345,2585,Modélisme
260,img_260,1280,0.5409494,1280,Jouets enfant
261,img_261,1560,0.8321962,1560,Mobilier
262,img_262,1302,0.53370064,1140,Jeux et accessoires de plein air
263,img_263,1140,0.97148454,1140,Objets pop culture
264,img_264,1300,0.22623579,2522,Modélisme
265,img_265,2522,0.40653187,2522,Fournitures papeterie
266,img_266,10,0.44862708,2280,Livres occasion
267,img_267,2705,0.93028194,2705,Livres neufs
268,img_268,2583,0.9942464,2583,Piscine et accessoires
269,img_269,10,0.64541024,2403,Livres occasion
270,img_270,2462,0.9641734,2462,Console et Jeux vidéos occasion
271,img_271,2585,0.33133438,40,Outillage de jardin
272,img_272,1281,0.47468948,1280,Jeux enfant
273,img_273,2280,0.4062704,10,Journaux et revues occasion
274,img_274,1160,0.5720102,1160,Cartes de jeux
275,img_275,1920,0.99549794,1920,Linge de maison
276,img_276,1280,0.9176995,1281,Jouets enfant
277,img_277,10,0.9384912,10,Livres occasion
278,img_278,2060,0.76562816,2060,Décoration
279,img_279,2060,0.28738475,2060,Décoration
280,img_280,50,0.97243744,50,Accessoires gaming
281,img_281,1560,0.44394976,1320,Mobilier
282,img_282,1320,0.3183024,1300,Puériculture
283,img_283,2583,0.48590267,2583,Piscine et accessoires
284,img_284,2060,0.786879,2583,Décoration
285,img_285,1320,0.48438862,1920,Puériculture
286,img_286,2403,0.77673644,2403,Lots livres et magazines
287,img_287,1320,0.95768094,1320,Puériculture
288,img_288,1300,0.37491822,1300,Modélisme
289,img_289,60,0.963694,60,Consoles de jeux
290,img_290,10,0.80032814,10,Livres occasion
291,img_291,2280,0.70210737,2280,Journaux et revues occasion
292,img_292,1281,0.7832043,1281,Jeux enfant
293,img_293,2905,0.96365523,2905,Jeux PC en téléchargement
294,img_294,2522,0.9942819,2522,Fournitures papeterie
295,img_295,2280,0.733121,2280,Journaux et revues occasion
296,img_296,1280,0.50519496,1280,Jouets enfant
297,img_297,2462,0.78849715,2462,Console et Jeux vidéos occasion
298,img_298,40,0.73020107,1281,Jeux consoles neuf
299,img_299,2280,0.45876947,2705,Journaux et revues occasion
300,img_300,1281,0.70184314,1280,Jeux enfant
301,img_301,2583,0.9399519,2583,Piscine et accessoires
302,img_302,1280,0.96313906,1280,Jouets enfant
303,img_303,2060,0.41948932,2060,Décoration
304,img_304,1320,0.33733487,1560,Puériculture
305,img_305,1300,0.8934053,1300,Modélisme
306,img_306,2905,0.9975998,2905,Jeux PC en téléchargement
307,img_307,2583,0.9942464,2583,Piscine et accessoires
308,img_308,2582,0.8298132,1560,Mobilier et accessoires de jardin
309,img_309,1300,0.9574654,1300,Modélisme
310,img_310,2060,0.28466016,1280,Décoration
311,img_311,1920,0.84409934,1920,Linge de maison
312,img_312,2280,0.9059286,2280,Journaux et revues occasion
313,img_313,1280,0.5426964,1320,Jouets enfant
314,img_314,2060,0.97096497,2060,Décoration
315,img_315,40,0.97350967,40,Jeux consoles neuf
316,img_316,1560,0.9963348,1560,Mobilier
317,img_317,1300,0.98654115,1300,Modélisme
318,img_318,2582,0.45197323,2583,Mobilier et accessoires de jardin
319,img_319,2583,0.3212156,2583,Piscine et accessoires
320,img_320,1160,0.9984535,1160,Cartes de jeux
321,img_321,2522,0.63750297,2522,Fournitures papeterie
322,img_322,2280,0.9581234,2403,Journaux et revues occasion
323,img_323,40,0.52217686,2280,Jeux consoles neuf
324,img_324,60,0.2313084,2522,Consoles de jeux
325,img_325,2705,0.69309264,2705,Livres neufs
326,img_326,2060,0.63602984,2060,Décoration
327,img_327,50,0.26800615,2522,Accessoires gaming
328,img_328,1280,0.23840743,1140,Jouets enfant
329,img_329,2585,0.2843063,2585,Outillage de jardin
330,img_330,2582,0.24781376,1560,Mobilier et accessoires de jardin
331,img_331,2583,0.99205315,2583,Piscine et accessoires
332,img_332,2705,0.83649975,2705,Livres neufs
333,img_333,2522,0.8124612,2403,Fournitures papeterie
334,img_334,40,0.87428516,40,Jeux consoles neuf
335,img_335,1920,0.8012177,1920,Linge de maison
336,img_336,2583,0.7143678,2583,Piscine et accessoires
337,img_337,2280,0.46409756,2403,Journaux et revues occasion
338,img_338,1302,0.978916,1280,Jeux et accessoires de plein air
339,img_339,1560,0.33604565,1320,Mobilier
340,img_340,1300,0.37307552,2582,Modélisme
341,img_341,10,0.43505177,2280,Livres occasion
342,img_342,2583,0.9890689,2583,Piscine et accessoires
343,img_343,2522,0.9934214,2522,Fournitures papeterie
344,img_344,2220,0.9902338,2220,Animalerie
345,img_345,1920,0.9985329,1920,Linge de maison
346,img_346,2522,0.80682933,2522,Fournitures papeterie
347,img_347,50,0.18355833,2583,Accessoires gaming
348,img_348,2705,0.9212467,2280,Livres neufs
349,img_349,2582,0.3336382,1560,Mobilier et accessoires de jardin
350,img_350,1302,0.26435053,1920,Jeux et accessoires de plein air
351,img_351,1560,0.96874845,1560,Mobilier
352,img_352,2522,0.94442207,1280,Fournitures papeterie
353,img_353,2403,0.3571748,10,Lots livres et magazines
354,img_354,1281,0.34929147,1560,Jeux enfant
355,img_355,1281,0.36088952,2403,Jeux enfant
356,img_356,1300,0.6701697,1300,Modélisme
357,img_357,2585,0.51837975,2583,Outillage de jardin
358,img_358,1160,0.6900407,1160,Cartes de jeux
359,img_359,2583,0.9921673,2583,Piscine et accessoires
360,img_360,2522,0.99935406,2522,Fournitures papeterie
361,img_361,2583,0.40532112,2583,Piscine et accessoires
362,img_362,40,0.94979745,40,Jeux consoles neuf
363,img_363,2220,0.3676503,2583,Animalerie
364,img_364,1320,0.2062115,1320,Puériculture
365,img_365,1140,0.5604302,1180,Objets pop culture
366,img_366,2060,0.23923096,1560,Décoration
367,img_367,40,0.7443651,2522,Jeux consoles neuf
368,img_368,1560,0.3451028,2583,Mobilier
369,img_369,2705,0.6661012,2705,Livres neufs
370,img_370,1940,0.9951905,1320,Épicerie
371,img_371,2522,0.7230861,1320,Fournitures papeterie
372,img_372,2585,0.793199,2585,Outillage de jardin
373,img_373,2060,0.9170054,2585,Décoration
374,img_374,2705,0.8384479,2705,Livres neufs
375,img_375,2280,0.16834377,10,Journaux et revues occasion
376,img_376,2280,0.8849104,2280,Journaux et revues occasion
377,img_377,1920,0.3926404,1560,Linge de maison
378,img_378,60,0.3314944,50,Consoles de jeux
379,img_379,1280,0.3677858,2060,Jouets enfant
380,img_380,2403,0.98617065,2403,Lots livres et magazines
381,img_381,2403,0.26592383,2280,Lots livres et magazines
382,img_382,1160,0.9131936,1160,Cartes de jeux
383,img_383,1300,0.32636464,1300,Modélisme
384,img_384,1560,0.8303207,1560,Mobilier
385,img_385,1302,0.88719386,1302,Jeux et accessoires de plein air
386,img_386,1300,0.5290514,1320,Modélisme
387,img_387,2522,0.7727202,2522,Fournitures papeterie
388,img_388,2522,0.9923821,2522,Fournitures papeterie
389,img_389,2462,0.28654718,2060,Console et Jeux vidéos occasion
390,img_390,1920,0.9962974,1920,Linge de maison
391,img_391,2585,0.20944186,1281,Outillage de jardin
392,img_392,1320,0.42937484,2060,Puériculture
393,img_393,1320,0.33215627,2582,Puériculture
394,img_394,2462,0.8940158,2462,Console et Jeux vidéos occasion
395,img_395,2522,0.2555671,2522,Fournitures papeterie
396,img_396,2403,0.22174843,2522,Lots livres et magazines
397,img_397,2403,0.7506905,10,Lots livres et magazines
398,img_398,1280,0.6360369,1280,Jouets enfant
399,img_399,50,0.9895328,50,Accessoires gaming
400,img_400,2060,0.37699243,1560,Décoration
401,img_401,1300,0.7829126,1300,Modélisme
402,img_402,1160,0.991871,1160,Cartes de jeux
403,img_403,1300,0.46589303,1300,Modélisme
404,img_404,2522,0.73446214,2522,Fournitures papeterie
405,img_405,1301,0.99391234,1301,Lingerie enfant et jeu de bar
406,img_406,2220,0.4279839,2220,Animalerie
407,img_407,2583,0.4893645,2583,Piscine et accessoires
408,img_408,1140,0.97067034,1140,Objets pop culture
409,img_409,2582,0.3472167,2060,Mobilier et accessoires de jardin
410,img_410,1160,0.45055157,1160,Cartes de jeux
411,img_411,10,0.5373835,2403,Livres occasion
412,img_412,60,0.30115727,2522,Consoles de jeux
413,img_413,2582,0.3081386,1560,Mobilier et accessoires de jardin
414,img_414,1300,0.5649731,1300,Modélisme
415,img_415,2403,0.69242275,2403,Lots livres et magazines
416,img_416,2403,0.94006914,2403,Lots livres et magazines
417,img_417,2583,0.795407,2583,Piscine et accessoires
418,img_418,1300,0.36146772,1300,Modélisme
419,img_419,2060,0.23255408,2585,Décoration
420,img_420,2585,0.4253023,1320,Outillage de jardin
421,img_421,2585,0.32233918,1560,Outillage de jardin
422,img_422,1920,0.9964322,1920,Linge de maison
423,img_423,1560,0.26624322,2583,Mobilier
424,img_424,2280,0.66951567,2403,Journaux et revues occasion
425,img_425,1920,0.9861801,1920,Linge de maison
426,img_426,1302,0.79737747,1302,Jeux et accessoires de plein air
427,img_427,2403,0.97131145,2403,Lots livres et magazines
428,img_428,2060,0.68042773,2403,Décoration
429,img_429,2462,0.7420199,2462,Console et Jeux vidéos occasion
430,img_430,1920,0.9818294,1920,Linge de maison
431,img_431,1320,0.31247544,2583,Puériculture
432,img_432,2060,0.3293491,2060,Décoration
433,img_433,2705,0.99445254,2705,Livres neufs
434,img_434,2582,0.62249357,2582,Mobilier et accessoires de jardin
435,img_435,2585,0.29547104,1560,Outillage de jardin
436,img_436,2705,0.8740374,2705,Livres neufs
437,img_437,2705,0.9928427,2705,Livres neufs
438,img_438,10,0.9349702,10,Livres occasion
439,img_439,50,0.24408239,50,Accessoires gaming
440,img_440,2705,0.5725157,2280,Livres neufs
441,img_441,1280,0.97886604,1280,Jouets enfant
442,img_442,2522,0.2455768,2060,Fournitures papeterie
443,img_443,1300,0.9630117,1300,Modélisme
444,img_444,1940,0.33316916,1940,Épicerie
445,img_445,2582,0.35771513,1320,Mobilier et accessoires de jardin
446,img_446,2403,0.71509784,2403,Lots livres et magazines
447,img_447,2582,0.9793021,2582,Mobilier et accessoires de jardin
448,img_448,2585,0.37401462,1560,Outillage de jardin
449,img_449,10,0.95804757,10,Livres occasion
450,img_450,1140,0.98982984,1140,Objets pop culture
451,img_451,2060,0.98478585,2060,Décoration
452,img_452,1920,0.99500966,1920,Linge de maison
453,img_453,2522,0.3087761,2582,Fournitures papeterie
454,img_454,1300,0.69210815,1300,Modélisme
455,img_455,1920,0.94472593,1920,Linge de maison
456,img_456,1300,0.9567699,1300,Modélisme
457,img_457,60,0.99165326,60,Consoles de jeux
458,img_458,2522,0.5214637,50,Fournitures papeterie
459,img_459,1281,0.2848459,1302,Jeux enfant
460,img_460,2060,0.39292148,2060,Décoration
461,img_461,10,0.9807216,10,Livres occasion
462,img_462,2522,0.73095894,2522,Fournitures papeterie
463,img_463,2585,0.24963878,2583,Outillage de jardin
464,img_464,2583,0.9948026,2583,Piscine et accessoires
465,img_465,1140,0.96413445,1320,Objets pop culture
466,img_466,2583,0.9986014,2583,Piscine et accessoires
467,img_467,1300,0.8812114,1300,Modélisme
468,img_468,1560,0.4684251,1920,Mobilier
469,img_469,2585,0.52233833,2583,Outillage de jardin
470,img_470,1140,0.24968137,1140,Objets pop culture
471,img_471,1300,0.5216873,1280,Modélisme
472,img_472,2583,0.735904,2583,Piscine et accessoires
473,img_473,2280,0.43574432,2280,Journaux et revues occasion
474,img_474,2522,0.9975713,2522,Fournitures papeterie
475,img_475,40,0.9683068,40,Jeux consoles neuf
476,img_476,2403,0.32080367,2403,Lots livres et magazines
477,img_477,2905,0.9782689,2905,Jeux PC en téléchargement
478,img_478,2522,0.76604223,2522,Fournitures papeterie
479,img_479,60,0.97553843,60,Consoles de jeux
480,img_480,2060,0.25858873,1302,Décoration
481,img_481,1302,0.23753731,1300,Jeux et accessoires de plein air
482,img_482,2060,0.24818566,2060,Décoration
483,img_483,2585,0.7986927,2585,Outillage de jardin
484,img_484,2462,0.99107367,2462,Console et Jeux vidéos occasion
485,img_485,1320,0.60382915,1320,Puériculture
486,img_486,2705,0.99272114,2705,Livres neufs
487,img_487,1302,0.48927957,1280,Jeux et accessoires de plein air
488,img_488,2705,0.91541404,2705,Livres neufs
489,img_489,2403,0.9629721,2403,Lots livres et magazines
490,img_490,2462,0.88889915,2462,Console et Jeux vidéos occasion
491,img_491,1160,0.99193865,1160,Cartes de jeux
492,img_492,1560,0.2243547,2583,Mobilier
493,img_493,2905,0.9973706,2905,Jeux PC en téléchargement
494,img_494,2705,0.98778653,2705,Livres neufs
495,img_495,1280,0.9158058,1280,Jouets enfant
496,img_496,2582,0.50469023,1320,Mobilier et accessoires de jardin
497,img_497,10,0.8968024,2403,Livres occasion
498,img_498,2585,0.855991,2585,Outillage de jardin
499,img_499,2403,0.981062,2403,Lots livres et magazines
500,img_500,1920,0.9963387,1920,Linge de maison
501,img_501,1300,0.60537237,1300,Modélisme
502,img_502,1160,0.99282455,1160,Cartes de jeux
503,img_503,2583,0.9881959,2583,Piscine et accessoires
504,img_504,2705,0.9796341,2705,Livres neufs
505,img_505,2583,0.86004806,2583,Piscine et accessoires
506,img_506,1300,0.9496165,1280,Modélisme
507,img_507,10,0.21338728,10,Livres occasion
508,img_508,1281,0.6135864,2403,Jeux enfant
509,img_509,1280,0.58283883,1280,Jouets enfant
510,img_510,1302,0.43392217,2585,Jeux et accessoires de plein air
511,img_511,1920,0.9912025,1920,Linge de maison
512,img_512,1560,0.37381527,2583,Mobilier
513,img_513,1300,0.8583811,1300,Modélisme
514,img_514,2060,0.5811202,2060,Décoration
515,img_515,1140,0.29914564,1160,Objets pop culture
516,img_516,40,0.4713033,40,Jeux consoles neuf
517,img_517,1320,0.72144794,1320,Puériculture
518,img_518,1180,0.65251863,1180,Jeux de rôle et figurines
519,img_519,60,0.9938127,60,Consoles de jeux
520,img_520,10,0.5123491,10,Livres occasion
521,img_521,2522,0.28128728,2522,Fournitures papeterie
522,img_522,2583,0.92672193,2583,Piscine et accessoires
