sample_id,true_label,true_class_name,text_prediction,text_class_name,text_confidence,text_correct,image_prediction,image_class_name,image_confidence,image_correct,fused_prediction,fused_class_name,fused_confidence,fused_correct,fusion_strategy,agreement_text_image,best_individual,fusion_improved
36,1160,Cartes de jeux,1160,Cartes de jeux,0.9937626575682933,True,2280,Journaux et revues occasion,0.38331023,False,5,Unknown_5,0.6586018587800487,False,weighted,False,text,False
37,1320,Puériculture,1320,Puériculture,0.9876480313209206,True,1320,Puériculture,0.5418318,True,12,Unknown_12,0.8093215442936128,False,weighted,True,text,False
38,1920,Linge de maison,1920,Linge de maison,0.9563244158142397,True,2060,Décoration,0.78953636,False,14,Unknown_14,0.586955436080014,False,weighted,False,text,False
39,2060,Décoration,2060,Décoration,0.9561046291349589,True,1281,Jeux enfant,0.19115014,False,16,Unknown_16,0.6416047709559356,False,weighted,False,text,False
40,1140,Objets pop culture,1140,Objets pop culture,0.6604260356786571,True,40,Jeux consoles neuf,0.80895793,False,1,Unknown_1,0.4276916792140795,False,weighted,False,image,False
41,1300,Modélisme,1300,Modélisme,0.9963734749745252,True,1300,Modélisme,0.95655787,True,9,Unknown_9,0.980447250830586,False,weighted,True,text,False
42,2705,Livres neufs,2705,Livres neufs,0.9083481920976303,True,2705,Livres neufs,0.74496406,True,25,Unknown_25,0.8429945584070004,False,weighted,True,text,False
43,1140,Objets pop culture,1280,Jouets enfant,0.46759450780506195,False,1140,Objets pop culture,0.6567263,True,4,Unknown_4,0.4096207911996077,False,weighted,False,image,False
44,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.9360019691506263,True,2582,Mobilier et accessoires de jardin,0.94797266,True,22,Unknown_22,0.940790255529835,False,weighted,True,image,False
45,50,Accessoires gaming,50,Accessoires gaming,0.9854377374231477,True,50,Accessoires gaming,0.9750167,True,2,Unknown_2,0.9812693336713111,False,weighted,True,text,False
46,1140,Objets pop culture,1140,Objets pop culture,0.8632542885459348,True,1281,Jeux enfant,0.3609273,False,4,Unknown_4,0.5422555027673771,False,weighted,False,text,False
47,2583,Piscine et accessoires,2583,Piscine et accessoires,0.619867029807136,True,50,Accessoires gaming,0.73988056,False,23,Unknown_23,0.3778048522151503,False,weighted,False,image,False
48,1940,Épicerie,1940,Épicerie,0.9997215356743485,True,1940,Épicerie,0.9971295,True,15,Unknown_15,0.9986847332904428,False,weighted,True,text,False
49,1280,Jouets enfant,1280,Jouets enfant,0.9547795335224313,True,1280,Jouets enfant,0.6188951,True,7,Unknown_7,0.8204257625204946,False,weighted,True,text,False
50,40,Jeux consoles neuf,40,Jeux consoles neuf,0.9898071730774608,True,40,Jeux consoles neuf,0.9878824,True,1,Unknown_1,0.9890372600938062,False,weighted,True,text,False
51,2705,Livres neufs,2705,Livres neufs,0.991028046749077,True,2705,Livres neufs,0.9981615,True,25,Unknown_25,0.9938814319026719,False,weighted,True,image,False
52,1560,Mobilier,1560,Mobilier,0.8870453923773539,True,1302,Jeux et accessoires de plein air,0.26667643,False,13,Unknown_13,0.5561448787797554,False,weighted,False,text,False
53,2403,Lots livres et magazines,2403,Lots livres et magazines,0.9659357853424619,True,2403,Lots livres et magazines,0.91109943,True,19,Unknown_19,0.9440012566859765,False,weighted,True,text,False
54,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.934960083538488,True,2582,Mobilier et accessoires de jardin,0.84228724,True,22,Unknown_22,0.8978909470881197,False,weighted,True,text,False
55,1160,Cartes de jeux,1160,Cartes de jeux,0.6505921414372224,True,60,Consoles de jeux,0.5816554,False,5,Unknown_5,0.4602445546315252,False,weighted,False,text,False
56,1302,Jeux et accessoires de plein air,1302,Jeux et accessoires de plein air,0.8414803175865126,True,2582,Mobilier et accessoires de jardin,0.384531,False,11,Unknown_11,0.5449276106797762,False,weighted,False,text,False
57,60,Consoles de jeux,60,Consoles de jeux,0.9980820071540991,True,60,Consoles de jeux,0.85805726,True,3,Unknown_3,0.9420721204187107,False,weighted,True,text,False
58,2905,Jeux PC en téléchargement,2905,Jeux PC en téléchargement,0.9878928954179567,True,2905,Jeux PC en téléchargement,0.9976973,True,26,Unknown_26,0.9918146726355244,False,weighted,True,image,False
59,40,Jeux consoles neuf,40,Jeux consoles neuf,0.7505157680103358,True,40,Jeux consoles neuf,0.41336444,True,1,Unknown_1,0.6156552339070545,False,weighted,True,text,False
60,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9992428755903672,True,2583,Piscine et accessoires,0.998139,True,23,Unknown_23,0.9988013289060849,False,weighted,True,text,False
61,2403,Lots livres et magazines,2403,Lots livres et magazines,0.996051308083238,True,2060,Décoration,0.27295995,False,19,Unknown_19,0.6159648811475645,False,weighted,False,text,False
62,1281,Jeux enfant,1281,Jeux enfant,0.5596149981747318,True,1281,Jeux enfant,0.50527203,True,8,Unknown_8,0.5378778142172247,False,weighted,True,text,False
63,1560,Mobilier,1560,Mobilier,0.8795993539689497,True,2582,Mobilier et accessoires de jardin,0.3619612,False,13,Unknown_13,0.6614927359222481,False,weighted,False,text,False
64,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9981367633160196,True,2583,Piscine et accessoires,0.27216563,True,23,Unknown_23,0.707748309994712,False,weighted,True,text,False
65,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9992321026375193,True,2583,Piscine et accessoires,0.8085954,True,23,Unknown_23,0.9229774291545331,False,weighted,True,text,False
66,1920,Linge de maison,1920,Linge de maison,0.9607535368187728,True,1920,Linge de maison,0.9515308,True,14,Unknown_14,0.9570644656409921,False,weighted,True,text,False
67,2060,Décoration,2060,Décoration,0.9832002056883056,True,2060,Décoration,0.9203657,True,16,Unknown_16,0.9580663939265178,False,weighted,True,text,False
68,2585,Outillage de jardin,2060,Décoration,0.4044277637941182,False,2060,Décoration,0.419232,False,16,Unknown_16,0.3620351107935147,False,weighted,True,image,False
69,1320,Puériculture,1320,Puériculture,0.9961535340666531,True,1320,Puériculture,0.6494118,True,12,Unknown_12,0.8574568513703202,False,weighted,True,text,False
70,1920,Linge de maison,2060,Décoration,0.9574123795067975,False,1920,Linge de maison,0.99792033,True,16,Unknown_16,0.5749415975903024,False,weighted,False,image,False
71,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9997099459547188,True,2060,Décoration,0.34715155,False,23,Unknown_23,0.6046188026705912,False,weighted,False,text,False
72,1920,Linge de maison,1920,Linge de maison,0.9655879569976743,True,1280,Jouets enfant,0.8267959,False,14,Unknown_14,0.5797524207515826,False,weighted,False,text,False
73,2705,Livres neufs,2705,Livres neufs,0.9716830381956654,True,2705,Livres neufs,0.9839857,True,25,Unknown_25,0.9766041177038525,False,weighted,True,image,False
74,2280,Journaux et revues occasion,2705,Livres neufs,0.8183933577655136,False,10,Livres occasion,0.7546723,False,25,Unknown_25,0.5031735254730808,False,weighted,False,text,False
75,1320,Puériculture,1320,Puériculture,0.9622138488560774,True,1320,Puériculture,0.7844311,True,12,Unknown_12,0.8911007492703115,False,weighted,True,text,False
76,2583,Piscine et accessoires,2583,Piscine et accessoires,0.998584738291729,True,2583,Piscine et accessoires,0.9936352,True,23,Unknown_23,0.9966049259408882,False,weighted,True,text,False
77,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9911238579954309,True,2585,Outillage de jardin,0.4545884,False,23,Unknown_23,0.630991961300707,False,weighted,False,text,False
78,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9993915433134458,True,2522,Fournitures papeterie,0.7685115,True,21,Unknown_21,0.907039533522476,False,weighted,True,text,False
79,40,Jeux consoles neuf,2462,Console et Jeux vidéos occasion,0.8850011929785003,False,40,Jeux consoles neuf,0.9252897,True,20,Unknown_20,0.5473383917608732,False,weighted,False,image,False
80,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9992826133001547,True,2583,Piscine et accessoires,0.505401,True,23,Unknown_23,0.8017299711125314,False,weighted,True,text,False
81,10,Livres occasion,10,Livres occasion,0.3159372548622673,True,2280,Journaux et revues occasion,0.33598644,False,0,Unknown_0,0.297084363720583,False,weighted,False,image,False
82,1560,Mobilier,1560,Mobilier,0.9853955292097182,True,1560,Mobilier,0.5077469,True,13,Unknown_13,0.7943360765809685,False,weighted,True,text,False
83,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.4471936788842058,True,2280,Journaux et revues occasion,0.55659,True,18,Unknown_18,0.4909522215536222,False,weighted,True,image,False
84,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9435458720737464,True,1920,Linge de maison,0.29370162,False,21,Unknown_21,0.5868042795219283,False,weighted,False,text,False
85,1300,Modélisme,1300,Modélisme,0.9754380011787273,True,1300,Modélisme,0.9682252,True,9,Unknown_9,0.9725528910297309,False,weighted,True,text,False
86,1920,Linge de maison,1920,Linge de maison,0.9444848691699501,True,1920,Linge de maison,0.99324787,True,14,Unknown_14,0.9639900621937273,False,weighted,True,image,False
87,1300,Modélisme,1300,Modélisme,0.9999759623878267,True,1560,Mobilier,0.1690726,False,9,Unknown_9,0.6109611385374109,False,weighted,False,text,False
88,1160,Cartes de jeux,1160,Cartes de jeux,0.999813439606721,True,2462,Console et Jeux vidéos occasion,0.30672392,False,5,Unknown_5,0.6755878476256697,False,weighted,False,text,False
89,2403,Lots livres et magazines,2403,Lots livres et magazines,0.8905225518314831,True,2280,Journaux et revues occasion,0.6523955,False,19,Unknown_19,0.6677879704814429,False,weighted,False,text,False
90,2403,Lots livres et magazines,2403,Lots livres et magazines,0.6688555642844763,True,2403,Lots livres et magazines,0.9186259,True,19,Unknown_19,0.7687636950541452,False,weighted,True,image,False
91,1280,Jouets enfant,1300,Modélisme,0.7217881032087677,False,1300,Modélisme,0.9873678,False,9,Unknown_9,0.8280200033341809,False,weighted,True,image,False
92,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9819299844236036,True,2583,Piscine et accessoires,0.70529246,True,23,Unknown_23,0.8712749700147425,False,weighted,True,text,False
93,1560,Mobilier,1560,Mobilier,0.6143507956627563,True,2582,Mobilier et accessoires de jardin,0.45100456,False,13,Unknown_13,0.4738100751735899,False,weighted,False,text,False
94,1301,Lingerie enfant et jeu de bar,1301,Lingerie enfant et jeu de bar,0.9993021022056244,True,2585,Outillage de jardin,0.5613075,False,10,Livres occasion,0.6741678539380254,False,weighted,False,text,False
95,2462,Console et Jeux vidéos occasion,2462,Console et Jeux vidéos occasion,0.9811015955961141,True,50,Accessoires gaming,0.3717002,False,20,Unknown_20,0.7223357428524728,False,weighted,False,text,False
96,1560,Mobilier,1560,Mobilier,0.7953131713654613,True,1560,Mobilier,0.97781664,True,13,Unknown_13,0.8683145653120288,False,weighted,True,image,False
97,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9969691535043187,True,2522,Fournitures papeterie,0.90089256,True,21,Unknown_21,0.9585385084275881,False,weighted,True,text,False
98,1301,Lingerie enfant et jeu de bar,1301,Lingerie enfant et jeu de bar,0.9991468364444777,True,1301,Lingerie enfant et jeu de bar,0.83624995,True,10,Livres occasion,0.9339880868463161,False,weighted,True,text,False
99,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.9333963365662848,True,2582,Mobilier et accessoires de jardin,0.36156863,True,22,Unknown_22,0.7046652538364384,False,weighted,True,text,False
100,2522,Fournitures papeterie,2522,Fournitures papeterie,0.991953051600808,True,2522,Fournitures papeterie,0.55371547,True,21,Unknown_21,0.8166580268823826,False,weighted,True,text,False
101,1320,Puériculture,1320,Puériculture,0.7776166142481549,True,2585,Outillage de jardin,0.39620918,False,12,Unknown_12,0.48199460287886753,False,weighted,False,text,False
102,1280,Jouets enfant,1280,Jouets enfant,0.6191478120040097,True,1281,Jeux enfant,0.2822947,False,17,Unknown_17,0.3719940388384989,False,weighted,False,text,False
103,1320,Puériculture,1920,Linge de maison,0.9598405173781988,False,1320,Puériculture,0.46246243,True,14,Unknown_14,0.6019555486061261,False,weighted,False,text,False
104,1920,Linge de maison,1920,Linge de maison,0.9722741676612972,True,1920,Linge de maison,0.99595225,True,14,Unknown_14,0.981745405986564,False,weighted,True,image,False
105,50,Accessoires gaming,50,Accessoires gaming,0.9961502277353738,True,50,Accessoires gaming,0.3931219,True,2,Unknown_2,0.7549389018714031,False,weighted,True,text,False
106,2583,Piscine et accessoires,2583,Piscine et accessoires,0.999154555447452,True,50,Accessoires gaming,0.3768695,False,23,Unknown_23,0.601671779429944,False,weighted,False,text,False
107,1160,Cartes de jeux,1160,Cartes de jeux,0.9940506294451812,True,1160,Cartes de jeux,0.9950688,True,5,Unknown_5,0.9944578871180212,False,weighted,True,image,False
108,1940,Épicerie,1940,Épicerie,0.9999037812447577,True,1940,Épicerie,0.81709176,True,15,Unknown_15,0.9267789739546792,False,weighted,True,text,False
109,2905,Jeux PC en téléchargement,1280,Jouets enfant,0.287354763298374,False,2905,Jeux PC en téléchargement,0.8758253,True,26,Unknown_26,0.3584710941416766,False,weighted,False,image,False
110,1302,Jeux et accessoires de plein air,1302,Jeux et accessoires de plein air,0.9993808589014841,True,1302,Jeux et accessoires de plein air,0.5190101,True,11,Unknown_11,0.807232565977182,False,weighted,True,text,False
111,2280,Journaux et revues occasion,2522,Fournitures papeterie,0.6972993104168129,False,2462,Console et Jeux vidéos occasion,0.4006897,False,21,Unknown_21,0.4217922296976061,False,weighted,False,text,False
112,1281,Jeux enfant,1281,Jeux enfant,0.9733536862103341,True,1281,Jeux enfant,0.43014595,True,8,Unknown_8,0.7560706003170131,False,weighted,True,text,False
113,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999976688254284,True,2583,Piscine et accessoires,0.92509544,True,23,Unknown_23,0.9700367828386073,False,weighted,True,text,False
114,1281,Jeux enfant,1281,Jeux enfant,0.8275742748416145,True,2403,Lots livres et magazines,0.7807799,False,8,Unknown_8,0.5379964698276924,False,weighted,False,text,False
115,2220,Animalerie,2220,Animalerie,0.9999657614096537,True,2220,Animalerie,0.9953015,True,17,Unknown_17,0.9981000687518438,False,weighted,True,text,False
116,1300,Modélisme,1300,Modélisme,0.9918197834457887,True,1300,Modélisme,0.9763823,True,9,Unknown_9,0.9856448080519398,False,weighted,True,text,False
117,1140,Objets pop culture,1140,Objets pop culture,0.957397013502838,True,1140,Objets pop culture,0.95209575,True,4,Unknown_4,0.9552765128597747,False,weighted,True,text,False
118,1300,Modélisme,1300,Modélisme,0.9958970856823702,True,50,Accessoires gaming,0.4801487,False,9,Unknown_9,0.6549789681826936,False,weighted,False,text,False
119,2705,Livres neufs,10,Livres occasion,0.3712787775746776,False,10,Livres occasion,0.92716914,False,0,Unknown_0,0.5936349361271736,False,weighted,True,image,False
120,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9819496681436484,True,2220,Animalerie,0.3612604,False,21,Unknown_21,0.5936055659775188,False,weighted,False,text,False
121,1320,Puériculture,1320,Puériculture,0.9960691285107108,True,1320,Puériculture,0.8150667,True,12,Unknown_12,0.9236681551917536,False,weighted,True,text,False
122,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999631764648151,True,2583,Piscine et accessoires,0.94474894,True,23,Unknown_23,0.9778774930332775,False,weighted,True,text,False
123,1300,Modélisme,1300,Modélisme,0.9953783776646286,True,1300,Modélisme,0.9753195,True,9,Unknown_9,0.9873548344543832,False,weighted,True,text,False
124,2583,Piscine et accessoires,2583,Piscine et accessoires,0.998534711668377,True,2583,Piscine et accessoires,0.99725777,True,23,Unknown_23,0.9980239286836892,False,weighted,True,text,False
125,1300,Modélisme,1300,Modélisme,0.9796485003953938,True,1300,Modélisme,0.34111616,True,9,Unknown_9,0.724235561318741,False,weighted,True,text,False
126,1140,Objets pop culture,1140,Objets pop culture,0.5209890767261826,True,1140,Objets pop culture,0.99368155,True,4,Unknown_4,0.7100660660460856,False,weighted,True,image,False
127,1300,Modélisme,1300,Modélisme,0.9997284163540172,True,1300,Modélisme,0.94430864,True,9,Unknown_9,0.9775605052414874,False,weighted,True,text,False
128,1160,Cartes de jeux,1160,Cartes de jeux,0.993583017959899,True,1160,Cartes de jeux,0.96655476,True,5,Unknown_5,0.9827717330305018,False,weighted,True,text,False
129,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9053834001872494,True,2280,Journaux et revues occasion,0.9997826,True,18,Unknown_18,0.9431430828960868,False,weighted,True,image,False
130,1160,Cartes de jeux,1160,Cartes de jeux,0.9013140441568661,True,1160,Cartes de jeux,0.8428491,True,5,Unknown_5,0.8779280627722721,False,weighted,True,text,False
131,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9969333839962932,True,2583,Piscine et accessoires,0.983424,True,23,Unknown_23,0.9915296454757483,False,weighted,True,text,False
132,1560,Mobilier,1560,Mobilier,0.9507720389731258,True,2060,Décoration,0.5225999,False,13,Unknown_13,0.5796108869846183,False,weighted,False,text,False
133,1920,Linge de maison,1920,Linge de maison,0.9981795564514916,True,1920,Linge de maison,0.9925458,True,14,Unknown_14,0.9959260472787929,False,weighted,True,text,False
134,2060,Décoration,2060,Décoration,0.9515749684428503,True,2060,Décoration,0.49618167,True,16,Unknown_16,0.7694176448258954,False,weighted,True,text,False
135,2585,Outillage de jardin,2585,Outillage de jardin,0.9965365957950468,True,2522,Fournitures papeterie,0.9126623,False,24,Unknown_24,0.6180396873792955,False,weighted,False,text,False
136,1280,Jouets enfant,1140,Objets pop culture,0.26881074815097405,False,1300,Modélisme,0.66697836,False,9,Unknown_9,0.27583812406349506,False,weighted,False,image,False
137,1140,Objets pop culture,1140,Objets pop culture,0.8176513668058178,True,1140,Objets pop culture,0.38006514,True,4,Unknown_4,0.6426168773268379,False,weighted,True,text,False
138,1301,Lingerie enfant et jeu de bar,1301,Lingerie enfant et jeu de bar,0.999892232875881,True,1301,Lingerie enfant et jeu de bar,0.98917234,True,10,Livres occasion,0.9956042933826789,False,weighted,True,text,False
139,60,Consoles de jeux,60,Consoles de jeux,0.9997862194089744,True,60,Consoles de jeux,0.97726154,True,3,Unknown_3,0.9907763668363484,False,weighted,True,text,False
140,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9492592779628124,True,2280,Journaux et revues occasion,0.79439163,True,18,Unknown_18,0.8873122196097186,False,weighted,True,text,False
141,2280,Journaux et revues occasion,10,Livres occasion,0.7675186412101209,False,2462,Console et Jeux vidéos occasion,0.36278006,False,0,Unknown_0,0.4697106810847056,False,weighted,False,text,False
142,60,Consoles de jeux,60,Consoles de jeux,0.9000139441598927,True,40,Jeux consoles neuf,0.80040264,False,3,Unknown_3,0.5427387023033633,False,weighted,False,text,False
143,1560,Mobilier,1560,Mobilier,0.3670464817971593,True,1320,Puériculture,0.8566021,False,12,Unknown_12,0.3629030666413789,False,weighted,False,image,False
144,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.7164030599558104,True,10,Livres occasion,0.5728411,False,18,Unknown_18,0.5904242889859527,False,weighted,False,text,False
145,1280,Jouets enfant,1280,Jouets enfant,0.3788368384801268,True,1300,Modélisme,0.80353236,False,9,Unknown_9,0.4770605682153918,False,weighted,False,image,False
146,1300,Modélisme,1300,Modélisme,0.9646039678019116,True,1300,Modélisme,0.8962716,True,9,Unknown_9,0.9372710271693366,False,weighted,True,text,False
147,1160,Cartes de jeux,1160,Cartes de jeux,0.9996562448977377,True,1160,Cartes de jeux,0.98972476,True,5,Unknown_5,0.9956836550139753,False,weighted,True,text,False
148,1140,Objets pop culture,1140,Objets pop culture,0.8978490620335755,True,50,Accessoires gaming,0.37706432,False,4,Unknown_4,0.5432360798369835,False,weighted,False,text,False
149,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.9871990580256984,True,2582,Mobilier et accessoires de jardin,0.9645278,True,22,Unknown_22,0.9781305550871018,False,weighted,True,text,False
150,1940,Épicerie,1940,Épicerie,0.9989708341921089,True,1940,Épicerie,0.8901744,True,15,Unknown_15,0.955452273950858,False,weighted,True,text,False
151,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9525183423547552,True,2280,Journaux et revues occasion,0.99278,True,18,Unknown_18,0.9686230173223379,False,weighted,True,image,False
152,1920,Linge de maison,1920,Linge de maison,0.9847188608984545,True,1920,Linge de maison,0.9947712,True,14,Unknown_14,0.9887397955143687,False,weighted,True,image,False
153,2905,Jeux PC en téléchargement,2905,Jeux PC en téléchargement,0.9999999783295966,True,2905,Jeux PC en téléchargement,0.99868375,True,26,Unknown_26,0.9994735051309214,False,weighted,True,text,False
154,2220,Animalerie,2220,Animalerie,0.9995066980936229,True,1302,Jeux et accessoires de plein air,0.2739616,False,17,Unknown_17,0.6340323417137921,False,weighted,False,text,False
155,1560,Mobilier,1560,Mobilier,0.898047269548451,True,1560,Mobilier,0.9595991,True,13,Unknown_13,0.9226679987701625,False,weighted,True,image,False
156,2582,Mobilier et accessoires de jardin,2060,Décoration,0.38598010204458877,False,1280,Jouets enfant,0.35549775,False,17,Unknown_17,0.2988236949576416,False,weighted,False,text,False
157,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9926250814354464,True,2522,Fournitures papeterie,0.94640696,True,21,Unknown_21,0.9741378270957496,False,weighted,True,text,False
158,1300,Modélisme,1300,Modélisme,0.9999973420218699,True,1280,Jouets enfant,0.9616367,False,9,Unknown_9,0.612766012559299,False,weighted,False,text,False
